"02/18/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($03.85)"
"02/18/2020","BURGER KING #4084 Q07 LANCASTER PA","Debit Card Withdrawal","","($11.11)"
"02/17/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($00.10)"
"02/17/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/17/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($01.10)"
"02/17/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($01.45)"
"02/17/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal Adjustment","","$02.85"
"02/17/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($03.10)"
"02/17/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/17/2020","MARSHALLS #0770 LANCASTER PA","Debit Card Withdrawal","","($19.94)"
"02/17/2020","GIANT 6484 LANCASTER PA","Debit Card Withdrawal","","($18.90)"
"02/17/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($06.13)"
"02/16/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($03.17)"
"02/15/2020","INKARNATE INKARNATE.COM CA","Debit Card Withdrawal","","($05.00)"
"02/15/2020","ALDI 60001 1884 FRUITVILLE PIKE LANCASTER","Debit Card POS Withdrawal","","($113.15)"
"02/15/2020","HLU*HULU 909477719227-U HULU.COM/BILL CA","Debit Card Withdrawal","","($12.71)"
"02/15/2020","TACO BELL 26255 LANCASTER PA","Debit Card Withdrawal","","($27.32)"
"02/15/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($01.45)"
"02/15/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/15/2020","GRUBHUBTACOBELL GRUBHUB.COM NY","Debit Card Withdrawal","","($18.34)"
"02/15/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/14/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($02.12)"
"02/14/2020","LYNDON CITY LINE DINER LANCASTER PA","Debit Card Withdrawal","","($06.88)"
"02/14/2020","MORPHE 844-373-2906 MORPHE CAUS01058222","Debit Card Withdrawal","","($59.41)"
"02/14/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($01.25)"
"02/14/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/14/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($01.45)"
"02/14/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/14/2020","SUNOCO 0729408500 HARRISBURG PA","Debit Card Withdrawal","","($31.47)"
"02/14/2020","MCDONALD'S F10256 HARRISBURG PA","Debit Card Withdrawal","","($08.15)"
"02/14/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($04.36)"
"02/14/2020","SYGMA NETWORK IN","Electronic Deposit","","$749.39"
"02/14/2020","SYGMA NETWORK IN","Electronic Deposit","","$61.54"
"02/14/2020","WM SUPERCENTER # WAL-MART SUPER CENTER","Debit Card POS Withdrawal","","($27.38)"
"02/13/2020","AMAZON PAYMENTS SEATTLE WA","Debit Card POS Withdrawal","","($53.96)"
"02/13/2020","FROOTS SMOOTHIE LANCASTER PA","Debit Card Withdrawal","","($11.00)"
"02/13/2020","GRUBHUBMCDONALDS GRUBHUB.COM NY","Debit Card Withdrawal","","($44.68)"
"02/13/2020","MARSHALLS #0770 LANCASTER PA","Debit Card Withdrawal","","($10.71)"
"02/12/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($12.85)"
"02/12/2020","PROG SPECIALTY","Electronic Withdrawal","","($185.00)"
"02/12/2020","BOB EVANS REST #0320 LANCASTER PA","Debit Card Withdrawal","","($32.38)"
"02/12/2020","STARBUCKS STORE 50620 LANCASTER PA","Debit Card Withdrawal","","($17.44)"
"02/12/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($02.96)"
"02/11/2020","EPC*EPIC GAMES STORE 919-854-0070 EPC*EPIC","Debit Card Withdrawal","","($30.72)"
"02/11/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($13.59)"
"02/11/2020","ATT PAYMENT","Electronic Withdrawal","","($251.92)"
"02/11/2020","COMCAST","Electronic Withdrawal","","($141.75)"
"02/11/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/11/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($01.45)"
"02/11/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/10/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($14.83)"
"02/10/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($03.71)"
"02/10/2020","ELN*VRV 415-503-9235 ELN*VRV CAUSIND100","Debit Card Withdrawal","","($10.58)"
"02/10/2020","STEAMGAMES.COM4259522985 425-9522985 STEAM","Debit Card Withdrawal","","($39.57)"
"02/10/2020","SUNOCO 0364000005 LANCASTER PA","Debit Card Withdrawal","","($20.93)"
"02/10/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($03.17)"
"02/10/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/10/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/10/2020","WALGREENS #9876 LANCASTER PA","Debit Card Withdrawal","","($69.22)"
"02/10/2020","1232 YANGS CHINESE R LANCASTER PA","Debit Card Withdrawal","","($32.95)"
"02/10/2020","AMAZON.COM*WZ0ZK8ZO3 SEATTLE WA","Debit Card POS Withdrawal","","($73.55)"
"02/09/2020","ALDI 60001 LANCASTER PA","Debit Card Withdrawal","","($03.92)"
"02/09/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($03.17)"
"02/09/2020","MELT COSMETICS LLC 747-221-6358 MELT COSME","Debit Card Withdrawal","","($40.28)"
"02/08/2020","SP * COLOURPOP COLOURPOPPRD. CA","Debit Card Withdrawal","","($72.08)"
"02/08/2020","SP * COLOURPOP COLOURPOPPRD. CA","Debit Card Withdrawal","","($83.96)"
"02/08/2020","AMAZON.COM*EV5FH0AC3 SEATTLE WA","Debit Card POS Withdrawal","","($19.13)"
"02/08/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/08/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/08/2020","MARSHALLS #0770 LANCASTER PA","Debit Card Withdrawal","","($14.82)"
"02/08/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($06.13)"
"02/07/2020","ALDI 60001 1884 FRUITVILLE PIKE LANCASTER","Debit Card POS Withdrawal","","($91.88)"
"02/07/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($03.10)"
"02/07/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/07/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($03.17)"
"02/07/2020","ALDI INC","Electronic Deposit","","$1,089.90"
"02/07/2020","SYGMA NETWORK IN","Electronic Deposit","","$595.60"
"02/07/2020","SYGMA NETWORK IN","Electronic Deposit","","$61.54"
"02/06/2020","FYE PARK CITY CENTER LANCASTER PA","Debit Card Withdrawal","","($26.60)"
"02/06/2020","MAC @ PARK CITY CENTER 20 LANCASTER PA","Debit Card Withdrawal","","($03.18)"
"02/06/2020","0322 FOREVER 21 LANCASTER PA","Debit Card Withdrawal","","($38.74)"
"02/06/2020","DOLLAR TREE LANCASTER PA","Debit Card Withdrawal","","($11.12)"
"02/06/2020","1232 YANGS CHINESE R LANCASTER PA","Debit Card Withdrawal","","($21.88)"
"02/05/2020","CHINA PARTY LANCASTER PA","Debit Card Withdrawal","","($14.80)"
"02/05/2020","UNITY COPENHAGEN DK","Debit Card Withdrawal","","($05.00)"
"02/05/2020","SHEETZ 0257 00002576 LANCASTER PA","Debit Card Withdrawal","","($05.01)"
"02/05/2020","MAC COSMETICS NEW YORK NY","Debit Card POS Withdrawal","","($09.54)"
"02/05/2020","LYNDON CITY LINE DINER 717-3934848 LYNDON","Debit Card Withdrawal","","($13.11)"
"02/04/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($03.35)"
"02/04/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/04/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/04/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($03.35)"
"02/04/2020","BJS FUEL #9025 CAMP HILL PA","Debit Card Withdrawal","","($30.61)"
"02/04/2020","GRUBHUBTACOBELL GRUBHUB.COM NY","Debit Card Withdrawal","","($15.38)"
"02/04/2020","DUNKIN #346480 Q35 LANCASTER PA","Debit Card Withdrawal","","($05.55)"
"02/04/2020","WM SUPERCENTER # WAL-MART SUPER CENTER","Debit Card POS Withdrawal","","($28.70)"
"02/03/2020","UNITY COPENHAGEN DK","Debit Card Withdrawal","","($15.90)"
"02/03/2020","UNITY COPENHAGEN DK","Debit Card Withdrawal","","($05.00)"
"02/03/2020","TACO BELL 26255 LANCASTER PA","Debit Card Withdrawal","","($15.86)"
"02/03/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/03/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/03/2020","WALGREENS #9876 LANCASTER PA","Debit Card Withdrawal","","($07.83)"
"02/02/2020","GIANT 6484 LANCASTER PA","Debit Card POS Withdrawal","","($1,010.67)"
"02/02/2020","APPLE.COM/BILL 866-712-7753 APPLE.COM/BILL","Debit Card Withdrawal","","($00.99)"
"02/02/2020","1232 YANGS CHINESE R LANCASTER PA","Debit Card Withdrawal","","($25.38)"
"02/02/2020","GRUBHUBMCDONALDS GRUBHUB.COM NY","Debit Card Withdrawal","","($31.74)"
"02/01/2020","CKO*PATREON* MEMBERSHIP 833-9728766 CKO*PA","Debit Card Withdrawal","","($33.00)"
"02/01/2020","THE COSMETICS CO STR #935 LANCASTER PA","Debit Card Withdrawal","","($41.54)"
"02/01/2020","BOXYCHARM* MONTHLY BOX WWW.BOXYCHARM FL","Debit Card Withdrawal","","($26.50)"
"02/01/2020","IHOP#3405 LANCASTE PA","Debit Card Withdrawal","","($21.38)"
"02/01/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/01/2020","CMSVEND*CV HARRISBURG MIDDLETOWN PA","Debit Card Withdrawal","","($02.85)"
"02/01/2020","DUNKIN #353722 Q35 LANCASTER PA","Debit Card Withdrawal","","($08.46)"
